,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,diff
1915,1607893603977:c2d9cbc3-7771-43f5-bd15-b73cc691477c,1607893603977:1f5535d8-629b-4179-87de-1f13e3c6dd69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1916,1607893603977:c2d9cbc3-7771-43f5-bd15-b73cc691477c,1607893603977:1f5535d8-629b-4179-87de-1f13e3c6dd69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1917,1607893603977:c2d9cbc3-7771-43f5-bd15-b73cc691477c,1607893603977:1f5535d8-629b-4179-87de-1f13e3c6dd69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1918,1607893603977:c2d9cbc3-7771-43f5-bd15-b73cc691477c,1607893603977:1f5535d8-629b-4179-87de-1f13e3c6dd69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1919,1607893603977:c2d9cbc3-7771-43f5-bd15-b73cc691477c,1607893603977:1f5535d8-629b-4179-87de-1f13e3c6dd69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1921,1607893603977:97f8c1f4-7908-49a9-ade6-4cfe0b0ad4c0,1607893603977:f32c92bf-3cfa-48e6-a4ec-fde08e03d4b0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1923,1607893603977:97f8c1f4-7908-49a9-ade6-4cfe0b0ad4c0,1607893603977:d07c46c7-4430-4867-82b2-e80f2e0e94f6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1924,1607893603977:97f8c1f4-7908-49a9-ade6-4cfe0b0ad4c0,1607893603977:d07c46c7-4430-4867-82b2-e80f2e0e94f6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1927,1607893603977:6a67d1b4-ddd8-4ce8-8291-05a95bac43f9,1607893603977:d2c65a80-2d8c-40de-b5ce-d4be1151550a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1928,1607893603977:6a67d1b4-ddd8-4ce8-8291-05a95bac43f9,1607893603977:d2c65a80-2d8c-40de-b5ce-d4be1151550a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1930,1607893603977:6a67d1b4-ddd8-4ce8-8291-05a95bac43f9,1607893603977:a721f13b-e02b-4bf5-9e65-c563eaeb1907,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1931,1607893603977:6a67d1b4-ddd8-4ce8-8291-05a95bac43f9,1607893603977:a721f13b-e02b-4bf5-9e65-c563eaeb1907,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1933,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:a3222789-4c46-4381-9164-08333b7915db,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1934,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:a3222789-4c46-4381-9164-08333b7915db,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1936,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:35049e4e-33e3-4b03-86a1-d94c0bcc0680,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1937,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:35049e4e-33e3-4b03-86a1-d94c0bcc0680,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1938,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:35049e4e-33e3-4b03-86a1-d94c0bcc0680,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1939,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:35049e4e-33e3-4b03-86a1-d94c0bcc0680,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1940,1607893603977:5dbda926-b47e-4175-9b73-11c85c53e9e7,1607893603977:35049e4e-33e3-4b03-86a1-d94c0bcc0680,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1942,1607893603977:147ffc76-0b6f-4564-8081-0c7615fcb54a,1607893603977:7cf01aeb-fd1a-4366-9868-d874142ba093,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1943,1607893603977:147ffc76-0b6f-4564-8081-0c7615fcb54a,1607893603977:7cf01aeb-fd1a-4366-9868-d874142ba093,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1946,1607893603976:f78131b9-c1fd-479d-abba-509234854a4d,1607893603976:31075187-d950-46b9-aa7a-2b6e12195eb1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1947,1607893603976:f78131b9-c1fd-479d-abba-509234854a4d,1607893603976:31075187-d950-46b9-aa7a-2b6e12195eb1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1949,1607893603976:f78131b9-c1fd-479d-abba-509234854a4d,1607893603976:28bb708f-2252-4c01-9fd3-fb665d1a8f86,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1951,1607893603976:db92ecf6-c712-4717-9412-6978baa114e9,1607893603976:31bb6b7a-f165-4b36-839b-3ed49a515425,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1952,1607893603976:db92ecf6-c712-4717-9412-6978baa114e9,1607893603976:31bb6b7a-f165-4b36-839b-3ed49a515425,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1954,1607893603976:cd70fd65-259c-412e-9827-793927616c1f,1607893603976:7702e0ff-e983-416e-a3d5-ed3b1dc5f1c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1955,1607893603976:cd70fd65-259c-412e-9827-793927616c1f,1607893603976:7702e0ff-e983-416e-a3d5-ed3b1dc5f1c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1957,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:f2c4432f-509c-4124-91e6-be6d4e3f42a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1958,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:f2c4432f-509c-4124-91e6-be6d4e3f42a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1960,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:dbf791f3-f997-4d40-b9a2-2a6b39c2c9f3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1961,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:dbf791f3-f997-4d40-b9a2-2a6b39c2c9f3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1962,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:dbf791f3-f997-4d40-b9a2-2a6b39c2c9f3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1963,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:dbf791f3-f997-4d40-b9a2-2a6b39c2c9f3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1964,1607893603976:8f85745a-8be3-4925-b380-eefdcf67cfd3,1607893603976:dbf791f3-f997-4d40-b9a2-2a6b39c2c9f3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1966,1607893603976:61e61006-99e7-4ae7-a3fa-5275debe4b64,1607893603976:f7049af8-7366-4b88-8fc2-c028ba597ac1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1967,1607893603976:61e61006-99e7-4ae7-a3fa-5275debe4b64,1607893603976:f7049af8-7366-4b88-8fc2-c028ba597ac1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1968,1607893603976:61e61006-99e7-4ae7-a3fa-5275debe4b64,1607893603976:f7049af8-7366-4b88-8fc2-c028ba597ac1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1971,1607893603976:35b15db6-02be-450f-97b2-60af66aa4210,1607893603976:545966d1-cdf6-44cb-9d3b-b38f24b37de0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1973,1607893603976:35b15db6-02be-450f-97b2-60af66aa4210,1607893603976:4ee25dfa-8521-42dc-ae83-7b64efca73b3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1974,1607893603976:35b15db6-02be-450f-97b2-60af66aa4210,1607893603976:4ee25dfa-8521-42dc-ae83-7b64efca73b3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1976,1607893603976:1348805b-eea6-4418-b887-3e59e4a82d23,1607893603976:f3d77cf6-755c-49f3-a565-402997ccb2f4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1977,1607893603976:1348805b-eea6-4418-b887-3e59e4a82d23,1607893603976:f3d77cf6-755c-49f3-a565-402997ccb2f4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1979,1607893603976:1348805b-eea6-4418-b887-3e59e4a82d23,1607893603976:c576d99b-d34c-4a70-abfe-d77eb0468249,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1982,1607893603976:06e59ad4-e611-44c1-a458-079378355492,1607893603976:4f01824c-b874-4be3-aa20-e0249b28da14,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1983,1607893603976:06e59ad4-e611-44c1-a458-079378355492,1607893603976:4f01824c-b874-4be3-aa20-e0249b28da14,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1985,1607893603976:00ed4bbc-17f0-40c1-8d58-a7f4ce00169a,1607893603976:9e3483e1-a836-4842-96e9-1aec9a3f4f69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1986,1607893603976:00ed4bbc-17f0-40c1-8d58-a7f4ce00169a,1607893603976:9e3483e1-a836-4842-96e9-1aec9a3f4f69,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1988,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:bb55fea7-47e9-4270-b346-85c14d9b1448,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1989,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:bb55fea7-47e9-4270-b346-85c14d9b1448,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1990,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:bb55fea7-47e9-4270-b346-85c14d9b1448,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1991,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:bb55fea7-47e9-4270-b346-85c14d9b1448,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1992,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:bb55fea7-47e9-4270-b346-85c14d9b1448,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1994,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:92b186cb-08cf-45bc-97a3-022c47785e3c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1995,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:92b186cb-08cf-45bc-97a3-022c47785e3c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
1997,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:2c2e0296-ac9f-4bf9-a3b2-1f936879a5f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
1998,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:2c2e0296-ac9f-4bf9-a3b2-1f936879a5f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
1999,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:2c2e0296-ac9f-4bf9-a3b2-1f936879a5f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2000,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:2c2e0296-ac9f-4bf9-a3b2-1f936879a5f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2001,1607893603975:e369b536-318b-42f7-82a2-5184822574f9,1607893603975:2c2e0296-ac9f-4bf9-a3b2-1f936879a5f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2003,1607893603975:bb1b34f4-57a4-495f-bdd1-fb50162c5b1b,1607893603975:9697efd8-387d-480d-af6f-12d2989f3f52,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2004,1607893603975:bb1b34f4-57a4-495f-bdd1-fb50162c5b1b,1607893603975:9697efd8-387d-480d-af6f-12d2989f3f52,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2005,1607893603975:bb1b34f4-57a4-495f-bdd1-fb50162c5b1b,1607893603975:9697efd8-387d-480d-af6f-12d2989f3f52,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2007,1607893603975:9897cf76-98d0-41f2-b82a-824b3f4f2359,1607893603975:7065225c-0e27-4ee1-ac72-8491e1e78720,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2008,1607893603975:9897cf76-98d0-41f2-b82a-824b3f4f2359,1607893603975:7065225c-0e27-4ee1-ac72-8491e1e78720,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2010,1607893603975:27d8f409-2a3c-4fcf-9877-75bad346d6ed,1607893603975:f6adfc0c-ca03-4241-928f-09ad034ee6e4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2011,1607893603975:27d8f409-2a3c-4fcf-9877-75bad346d6ed,1607893603975:f6adfc0c-ca03-4241-928f-09ad034ee6e4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2012,1607893603975:27d8f409-2a3c-4fcf-9877-75bad346d6ed,1607893603975:f6adfc0c-ca03-4241-928f-09ad034ee6e4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2014,1607893603975:27d8f409-2a3c-4fcf-9877-75bad346d6ed,1607893603975:edd37016-ec13-453c-ba68-294c95f652d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2015,1607893603975:27d8f409-2a3c-4fcf-9877-75bad346d6ed,1607893603975:edd37016-ec13-453c-ba68-294c95f652d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2016,1607893603975:27d8f409-2a3c-4fcf-9877-75bad346d6ed,1607893603975:edd37016-ec13-453c-ba68-294c95f652d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2018,1607893603975:1c1c9a16-cf5a-4bd9-9913-39e1ec478582,1607893603975:60a8e7b0-e7de-455a-a7fd-4625d3f8bf7c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2019,1607893603975:1c1c9a16-cf5a-4bd9-9913-39e1ec478582,1607893603975:60a8e7b0-e7de-455a-a7fd-4625d3f8bf7c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2021,1607893603974:e6b0e369-4df8-4003-b2cc-482a8a32ecfb,1607893603974:d017ba10-452b-46ff-9dda-6eaf0b8dc0a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2022,1607893603974:e6b0e369-4df8-4003-b2cc-482a8a32ecfb,1607893603974:d017ba10-452b-46ff-9dda-6eaf0b8dc0a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2024,1607893603974:e6b0e369-4df8-4003-b2cc-482a8a32ecfb,1607893603974:b9705b3c-b192-4a34-84f6-efc6bb8f0dcb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2026,1607893603974:c2c8b6d1-9f86-4818-bbd1-f56b8603496b,1607893603974:6928d763-4396-4143-9bcf-0cc9eef1a508,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2027,1607893603974:c2c8b6d1-9f86-4818-bbd1-f56b8603496b,1607893603974:6928d763-4396-4143-9bcf-0cc9eef1a508,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2029,1607893603974:af9eaf14-555c-4aa5-9f7b-c5be50878708,1607893603974:f8e0e3e7-c1a9-42ae-a906-01ab7f7aedbc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2030,1607893603974:af9eaf14-555c-4aa5-9f7b-c5be50878708,1607893603974:f8e0e3e7-c1a9-42ae-a906-01ab7f7aedbc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2032,1607893603974:96f2e339-4d07-439c-a002-7e1d5ea76f68,1607893603974:02fbe8c2-1700-4b0e-953e-a7e6b94bf9ed,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2033,1607893603974:96f2e339-4d07-439c-a002-7e1d5ea76f68,1607893603974:02fbe8c2-1700-4b0e-953e-a7e6b94bf9ed,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2035,1607893603974:7dad7461-b291-4d79-ab05-9f0398d28886,1607893603974:33d5559e-3385-41b9-b530-b7699949cd40,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2036,1607893603974:7dad7461-b291-4d79-ab05-9f0398d28886,1607893603974:33d5559e-3385-41b9-b530-b7699949cd40,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2038,1607893603974:7dad7461-b291-4d79-ab05-9f0398d28886,1607893603974:1d7b8081-8ea0-4233-891e-080ec3d4e0dd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2039,1607893603974:7dad7461-b291-4d79-ab05-9f0398d28886,1607893603974:1d7b8081-8ea0-4233-891e-080ec3d4e0dd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2042,1607893603974:2e96d5a5-d7fe-48e0-a223-5965e60eb586,1607893603974:8ee3ddf3-00c5-4f65-95c2-fa39a2d1e51c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2044,1607893603974:2e96d5a5-d7fe-48e0-a223-5965e60eb586,1607893603974:0d96f26a-4fb8-42df-b564-d4e3f918f206,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2045,1607893603974:2e96d5a5-d7fe-48e0-a223-5965e60eb586,1607893603974:0d96f26a-4fb8-42df-b564-d4e3f918f206,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2047,1607893603974:17f2d9ca-df83-4b23-8dac-3572760df80e,1607893603974:140d856d-c9e1-4652-8d92-f3b851291d5b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2048,1607893603974:17f2d9ca-df83-4b23-8dac-3572760df80e,1607893603974:140d856d-c9e1-4652-8d92-f3b851291d5b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2050,1607893603973:fcf1124c-2795-4dca-8e14-a383b4caf7ed,1607893603973:686fe10b-8a1f-42bf-9438-5d69f2d7687a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2051,1607893603973:fcf1124c-2795-4dca-8e14-a383b4caf7ed,1607893603973:686fe10b-8a1f-42bf-9438-5d69f2d7687a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2053,1607893603973:f7269a4c-718b-454d-8ef2-9a31fc59235e,1607893603973:2b397a48-49d2-4924-a751-6d53bbe2e150,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2054,1607893603973:f7269a4c-718b-454d-8ef2-9a31fc59235e,1607893603973:2b397a48-49d2-4924-a751-6d53bbe2e150,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2056,1607893603973:cb5e18c9-bda4-440b-aeee-54a68d10d791,1607893603973:97633cc9-d877-4e50-98c9-ab55e71e5d74,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2057,1607893603973:cb5e18c9-bda4-440b-aeee-54a68d10d791,1607893603973:97633cc9-d877-4e50-98c9-ab55e71e5d74,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2058,1607893603973:cb5e18c9-bda4-440b-aeee-54a68d10d791,1607893603973:97633cc9-d877-4e50-98c9-ab55e71e5d74,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2060,1607893603973:bd8bfd21-c7a9-4e1b-a838-d37acb25d67b,1607893603974:e05a0bc9-1be6-4b16-99be-814c40806835,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
2061,1607893603973:bd8bfd21-c7a9-4e1b-a838-d37acb25d67b,1607893603974:e05a0bc9-1be6-4b16-99be-814c40806835,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""",No
2063,1607893603973:bd8bfd21-c7a9-4e1b-a838-d37acb25d67b,1607893603973:8acefbf0-4339-46db-b972-9f2dd4dd54be,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""",No
2064,1607893603973:bd8bfd21-c7a9-4e1b-a838-d37acb25d67b,1607893603973:8acefbf0-4339-46db-b972-9f2dd4dd54be,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes
