,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
526,1607893176294:3d263ce5-c177-4bc8-bd84-51060a710b67,1607893176294:0241c640-41e2-4d68-bcf6-b6e1914fb3ff,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
534,1607893176292:cae0ab89-ef86-4058-8496-add810d721e3,1607893176292:b4f2a6e0-78e3-4b54-8bf7-54f7142b33fb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
536,1607893176292:c4644598-551b-4bb3-ad18-0c623fa3c538,1607893176292:fb9a3bd9-1724-4aa4-8a9c-b8957f631183,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
546,1607893176290:c3e51515-2a4c-4de9-88bd-110496a83951,1607893176290:e9a57f47-bd1d-41a5-aa09-2b382e693449,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
559,1607893176287:781220ec-1d96-4d28-866d-e3d60d0c92ae,1607893176287:bbc7e342-7c7a-484f-a4d7-bb35c1112d7c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
561,1607893176287:704f56b3-bcd7-4918-b9a4-5c2aea45c04d,1607893176287:85760069-aab0-45a8-aa70-32680f68b648,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
563,1607893176287:4f15e326-abbc-4650-972a-a3ff16eeb834,1607893176287:1e4d0b81-bb6c-4c37-b124-369e861ec96c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
573,1607893176285:8690b3b4-dd9d-4631-ae52-e93a713e458d,1607893176285:e60f5eaa-ec6e-4885-b5b7-6545c8c9b9f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
576,1607893176285:1724e5e0-7c50-4924-a2ad-ae6ff7bc2302,1607893176285:0466ad11-afcb-4935-874d-6f46e81b4a91,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
588,1607893176283:9ef6726f-ab35-44eb-a48f-c26ab8cc7dc0,1607893176283:e1af746d-a53f-47d1-aca3-f5ec5707d2b8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
594,1607893176282:e83abdff-2877-457d-884a-ee2216ce9d65,1607893176282:0dd1deb1-78b1-481f-9347-b2a03ae3d251,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
597,1607893176282:92c9cd15-f69a-4a18-9d9c-8aad583dffb1,1607893176282:fc007818-8e2a-4180-a543-e12a3c087671,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
612,1607893176280:36dd96b7-0bb9-4481-be51-7a1a202642e2,1607893176280:1394921e-183c-497e-9f79-e7dee716faec,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
617,1607893176279:77fa1989-bb54-46dc-9540-f44b80b4a22c,1607893176279:ddb1e0ad-8099-4039-bb57-14b8336bf01a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
634,1607893176276:f32ba65b-b9dc-4df8-8c91-1ea34141bad8,1607893176276:d1da51c5-a1fb-47df-bcfa-0d364d3e7988,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
643,1607893176275:78644265-1244-4399-a271-cb5ea79e42ed,1607893176275:93e1ccd8-a19c-427a-aab0-6ab6104c951b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
650,1607893176274:7861a702-069c-451d-8db6-2bea8df2d802,1607893176274:9b7e62d0-6400-4ce7-8c05-6bb359ba404c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
653,1607893176274:192cf3db-90f7-4612-95e6-44dbf9858223,1607893176274:992674e0-02da-4c4d-9953-8fd32a70a72c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
658,1607893176273:7b27ee0b-554c-4e52-817c-61ed78c04d0b,1607893176273:fa955d86-cde1-4e4d-bfa5-478ea739a1a3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
661,1607893176272:7caa55b5-dffc-490a-bbbe-e06a50978b9e,1607893176272:c924f7a7-8bcd-4927-9cfb-0e8b184f66e8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
664,1607893176272:4a788aff-c364-448e-8fb4-d37d3dd0c706,1607893176272:5af15bab-ab11-4132-9624-fa22c922d625,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
666,1607893176272:3847aa51-3ef2-4938-beba-3472dff8337d,1607893176272:1d6183db-4dd1-44da-9e7b-250c2b61efde,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
668,1607893176272:1ff92826-b981-4671-9278-e59f42108fc0,1607893176272:fe2ebd90-43ce-40ba-8578-6557233a37cd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
674,1607893176271:68884815-9bf6-4c15-9506-a7b4b5998030,1607893176271:a5e2c0b3-3473-4f44-97dd-510437bcf381,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
676,1607893176271:0f42c0e0-099b-441c-bfe8-1c3708472fb4,1607893176271:ad879155-8282-4414-a596-89f7b8603b7b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
684,1607893176270:512905c7-7643-4d42-9670-d17b1c9975b5,1607893176270:33c7a7dd-5e0d-4c99-9fe1-6356ee44d7f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
686,1607893176270:36e7bde4-dada-47d9-aa67-af3b4be77af3,1607893176270:74b1d5e9-e473-4ae8-b3e5-029b2cc036f4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
688,1607893176270:1be34c2f-0616-4473-880e-d76b9849df37,1607893176270:426018fc-84ac-4739-8fcf-a721e0969e98,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
692,1607893176269:6caf551f-d45b-44d8-957e-01aa7845246c,1607893176269:4e603bed-25b5-4d3c-871b-49817d5cc48f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
696,1607893176269:2ac22a7f-6e68-4092-bbe5-cea318f30f28,1607893176269:a630bde3-c3d3-4495-8b87-c1ff6e2889dc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
716,1607893176266:6509413f-9ea9-43a7-9b93-37015c2f6c47,1607893176266:7346dcd1-0e8f-41e9-b2b5-9f7f389a81f4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
719,1607893176266:27c24052-d9c1-437d-ac8f-fa6295dd1456,1607893176266:692b73f1-1f6e-425b-8dd2-3581dcbdaf16,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
724,1607893176265:8c0dd530-6340-4821-91c9-7f8c459ef968,1607893176265:dd26ef9a-8c4f-4d13-95bf-9512d5f89a63,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
741,1607893176263:4a431c4a-fc17-43b7-8a59-6a44abb74a88,1607893176263:7d0e830b-b0fe-4783-a860-4961a58c3f5f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
748,1607893176262:7396b7e5-4dbf-4f02-8c67-ca2f2ba13a70,1607893176262:1f47b889-b6a2-4136-a666-342ce977636b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
752,1607893176262:17ad21f7-8747-4c2c-8466-d6ab212f35f8,1607893176263:3ced3278-0f21-4d0e-8ec5-848f85b2ee9f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
754,1607893176262:13746f8a-d3b0-4564-8726-efec8454a3f4,1607893176262:35fa43a6-5ad3-40fc-9b6d-c855ce7d67f2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
765,1607893176260:adaf2c9a-680b-482f-bb40-83a07edc7a4d,1607893176260:88ace69a-09af-4cdd-b649-f6146dd7b45d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
769,1607893176260:50b8131c-bba2-44a1-a3a5-fd406135edc9,1607893176260:702fac1c-b125-4771-8097-fee5bbba6f09,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
773,1607893176260:00fd410e-5bce-45c8-9998-1d14c4b7d45d,1607893176260:f921f43f-ed9d-42c7-8d51-ee97e6b39195,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
786,1607893176258:80406c5b-8311-4108-9004-d9c98443936f,1607893176258:3092cca0-25cb-4ee7-abb3-8a8d96a0e984,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
795,1607893176257:909fbbe6-1b5e-48cf-8f82-d70bd73e8c32,1607893176257:ee25c098-d099-4614-befc-b12412315f08,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
799,1607893176256:defa2edd-118b-4c20-b474-16ce4ea631c8,1607893176256:1b81cf52-d42a-47f4-a562-040f3d4d2cef,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
805,1607893176256:8076f13d-d181-4a63-b755-c5b684a4d04f,1607893176256:52fdd1b4-2b03-45a9-83b4-2b0cc76d3c01,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
807,1607893176256:213ddff6-65ff-4ec7-b90a-8d4cff8b09b4,1607893176256:eb338914-a9a5-4808-a1bd-1bfa114e30bf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
809,1607893176256:142141c0-e801-49df-ba6a-ea0a0068cb72,1607893176256:703e7cbe-5af0-44b0-9c50-bed27abfc51d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
813,1607893176255:c9e24a1a-0641-479c-b439-0b31511c4ca8,1607893176255:f37191a0-adc6-4df8-b03b-4a475b6e1df2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
817,1607893176255:3236c5a8-0c7c-488e-a096-5dc9f46ce081,1607893176255:6f342d52-8190-4a91-a218-55ebd0eb27af,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
845,1607893176252:3a5aa13f-4e2f-4c48-9d3b-b297b0c5be94,1607893176252:7add2e72-33bc-414a-8a9b-40f28e272aa1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
850,1607893176251:8700b0e1-cb4f-4e32-b6fd-cdf3d0c375d5,1607893176251:363749ad-ccaf-4b2f-a926-78d1597c8049,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
860,1607893176250:65d7f40c-6724-445a-9584-739e2f445464,1607893176251:ac36445f-80a4-441e-97dd-09dd207de943,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
862,1607893176250:5f2d8095-a0c5-4edb-964f-d0302aecb22a,1607893176250:eca51876-448f-4601-8e4d-36692be31810,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
864,1607893176250:5712bae4-8650-4354-b83f-a1bfe783739d,1607893176250:e689fb94-8369-4abd-8310-ca67a96e2201,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
869,1607893176249:bacbdb4a-f85c-4b5b-a8b9-4c8b3b1c1fe6,1607893176249:05050d73-662e-414c-ae63-c84006a6ec18,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
873,1607893176249:2cb8b66a-923a-4b6a-8f64-31f80b0acda7,1607893176249:6cb80140-64ff-4888-a93b-313dd8cebced,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
875,1607893176249:1ad50d61-2caa-4fb9-b38c-3b20d0f7a037,1607893176249:b151dfa7-f2c9-4eb5-9768-8e67e587e7c6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
877,1607893176249:197f9f9b-4494-4036-a8ec-88f89315d438,1607893176249:fb003478-71ea-4a06-b3ec-ac408c708ac5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
886,1607893176248:371cf98f-f600-4bbc-b39b-0403cc898744,1607893176248:e2637e53-872d-49a7-a8c9-96dfbb9eb7ea,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
892,1607893176247:dd1b0a1e-dd29-4aba-ba46-2e8d9bcd7f03,1607893176247:78d3e039-c363-4ed3-81f2-071263973d07,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
895,1607893176247:a65ae34c-a96e-4345-a6e2-6dfe7b759e1a,1607893176247:e5a0d6b7-1887-4b7c-873f-ab5e49ff8ccb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
901,1607893176246:8788c7d0-72a3-4448-a5d4-7c20f51b6989,1607893176246:22eba815-2b52-4b66-b8c3-89e99e7bf661,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
903,1607893176246:86556b1d-36f2-4f4c-962e-23b9cbfca0f9,1607893176246:b8ba7a91-3f22-4651-801e-66d695a0544d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
909,1607893176246:2c16ca29-a024-4a3a-afe2-d7163c32900f,1607893176246:b0d8b065-c605-49f7-ab5e-be7d3870c501,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
924,1607893176244:7d5f7a5d-b089-4bc9-af4b-a2d306c0110b,1607893176244:f0a0ff49-2071-41db-a51a-64a26fff4a70,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
